CIN,Company_Name,ROC_Code,Registration_Number,Company_Category,Company_SubCategory,Class_of_Company,Date_of_Incorporation,Registered_Address,Registered_State,Registered_Pincode,Email_Id,Whether_Listed,Company_Status,Authorized_Capital_Rs,Paid_up_Capital_Rs,Date_of_Last_AGM,Date_of_Balance_Sheet,Industrial_Activity_Code,Industrial_Activity_Description,Synthetic_Ring_ID,Synthetic_Shell_Ground_Truth
U70200WB2026PTC100370,Bharat Chemicals Private Limited,ROC-KOLKATA,100371,Company limited by Shares,Non-govt company,Private,15/03/2026,"628, Tower, Emerald Layout, Kolkata, West Bengal - 700082",West Bengal,700082,bharat54@gmail.com,Unlisted,Active,500000,297643,27/09/2024,31/03/2024,70200,Management consultancy activities,,No
U41001GJ2021PTC100269,Vinayak Realty Private Limited,ROC-AHMEDABAD,100270,Company limited by Shares,Non-govt company,Private,03/01/2021,"929, Mall, Everest Street, Ahmedabad, Gujarat - 380026",Gujarat,380026,vinayak97@gmail.com,Unlisted,Active,1000000,763639,03/10/2025,31/03/2026,41001,Construction of residential/commercial buildings,,No
U62011MH2025PTC100047,Anmol Enterprises Private Limited,ROC-PUNE,100048,Company limited by Shares,Non-govt company,Private,14/05/2025,"896, Mall, Global Layout, Pune, Maharashtra - 411011",Maharashtra,411011,anmol88@rediffmail.com,Unlisted,Active - Non-compliant,20000000,500000,03/03/2022,31/03/2022,62011,Computer programming activities,RING-07,Yes
U45201UP2006PTC100350,Krishna Finance Private Limited,ROC-KANPUR,100351,Company limited by Shares,Non-govt company,Private,27/05/2006,"701, House, Zenith Chowk, Kanpur, Uttar Pradesh - 208091",Uttar Pradesh,208091,krishna32@gmail.com,Unlisted,Dormant,500000,447389,25/07/2025,31/03/2026,45201,Maintenance and repair of motor vehicles,,No
U82990WB2014PLC100196,Falcon Distributors Limited,ROC-KOLKATA,100197,Company limited by Shares,Non-govt company,Public,01/05/2014,"42, Tower, Everest Road, Kolkata, West Bengal - 700037",West Bengal,700037,falcon76@gmail.com,Unlisted,Active,500000,448562,17/09/2024,31/03/2024,82990,Other business support activities n.e.c.,,No
U62011UP2022PTC101000,Vantage Technologies Private Limited,ROC-KANPUR,101001,Company limited by Shares,Non-govt company,Private,11/01/2022,"55, Heights, Falcon Road, Kanpur, Uttar Pradesh - 208014",Uttar Pradesh,208014,vantage79@gmail.com,Unlisted,Active,200000,154430,20/11/2025,31/03/2025,62011,Computer programming activities,,No
U46900RJ2010PTC100835,Superior Agro Private Limited,ROC-JAIPUR,100836,Company limited by Shares,Non-govt company,Private,09/05/2010,"908, Plaza, Vishwa Layout, Jaipur, Rajasthan - 302038",Rajasthan,302038,superior81@gmail.com,Unlisted,Active,2000000,1467115,05/10/2025,31/03/2026,46900,Wholesale trade (non-specialized),,No
U74999RJ2010PTC100737,Elite Trading Private Limited,ROC-JAIPUR,100738,Company limited by Shares,Non-govt company,Private,19/04/2010,"723, Chambers, Diamond Chowk, Jaipur, Rajasthan - 302064",Rajasthan,302064,elite85@gmail.com,Unlisted,Active,1000000,876449,08/07/2025,31/03/2025,74999,Other business support service activities n.e.c.,,No
U52290RJ2008PTC100264,Krishna Developers Private Limited,ROC-JAIPUR,100265,Company limited by Shares,Non-govt company,Private,23/10/2008,"728, House, Apex Chowk, Jaipur, Rajasthan - 302024",Rajasthan,302024,krishna50@gmail.com,Unlisted,Active,1000000,965163,11/07/2026,31/03/2026,52290,Other transportation support activities,,No
U10610DL2008PTC100444,Sunrise Logistics Private Limited,ROC-DELHI,100445,Company limited by Shares,Non-govt company,Private,04/04/2008,"814, Chambers, Golden Marg, New Delhi, Delhi - 110028",Delhi,110028,sunrise91@gmail.com,Unlisted,Active,5000000,4836561,02/12/2025,31/03/2025,10610,Manufacture of grain mill products,,No
U70200RJ2005PTC100676,Trident Constructions Private Limited,ROC-JAIPUR,100677,Company limited by Shares,Non-govt company,Private,20/03/2005,"709, Arcade, Skyline Colony, Jaipur, Rajasthan - 302094",Rajasthan,302094,trident37@gmail.com,Unlisted,Active,2000000,1434794,15/07/2025,31/03/2026,70200,Management consultancy activities,,No
U45201MH2009PTC100305,Om Systems Private Limited,ROC-MUMBAI,100306,Company limited by Shares,Non-govt company,Private,11/07/2009,"29, Plaza, Bharat Lane, Mumbai, Maharashtra - 400097",Maharashtra,400097,om95@gmail.com,Unlisted,Active,200000,137464,14/07/2026,31/03/2026,45201,Maintenance and repair of motor vehicles,,No
U46310TG2023PTC100342,Meridian Developers Private Limited,ROC-HYDERABAD,100343,Company limited by Shares,Non-govt company,Private,14/03/2023,"572, Mall, Prime Road, Hyderabad, Telangana - 500017",Telangana,500017,meridian54@gmail.com,Unlisted,Active,200000,170309,12/07/2025,31/03/2026,46310,Wholesale of agricultural raw materials,,No
U82990DL2007PTC100967,Falcon Trading Private Limited,ROC-DELHI,100968,Company limited by Shares,Non-govt company,Private,06/07/2007,"395, Mall, Anmol Chowk, New Delhi, Delhi - 110011",Delhi,110011,falcon41@gmail.com,Unlisted,Active,1000000,854732,20/10/2025,31/03/2025,82990,Other business support activities n.e.c.,,No
U14101RJ2017PTC100150,Aastha Merchants Private Limited,ROC-JAIPUR,100151,Company limited by Shares,Non-govt company,Private,05/08/2017,"656, Heights, Zenith Chowk, Jaipur, Rajasthan - 302093",Rajasthan,302093,aastha93@gmail.com,Unlisted,Active,2000000,1609050,09/09/2025,31/03/2026,14101,Manufacture of wearing apparel,,No
U10610KA2011PTC100125,Om Developers Private Limited,ROC-BANGALORE,100126,Company limited by Shares,Non-govt company,Private,22/04/2011,"976, Tower, Prime Nagar, Bengaluru, Karnataka - 560017",Karnataka,560017,om45@gmail.com,Unlisted,Active - Non-compliant,2000000,1168377,09/11/2025,31/03/2025,10610,Manufacture of grain mill products,,No
U82990WB2008PTC100787,Rudra Commodities Private Limited,ROC-KOLKATA,100788,Company limited by Shares,Non-govt company,Private,02/09/2008,"71, Heights, Vishwa Chowk, Kolkata, West Bengal - 700078",West Bengal,700078,rudra41@gmail.com,Unlisted,Active,200000,122663,12/12/2025,31/03/2025,82990,Other business support activities n.e.c.,,No
U52290MH2025PTC100051,Anmol Constructions Private Limited,ROC-PUNE,100052,Company limited by Shares,Non-govt company,Private,06/06/2025,"896, Mall, Global Layout, Pune, Maharashtra - 411011",Maharashtra,411011,anmol53@rediffmail.com,Unlisted,Active,25000000,150000,24/05/2020,31/03/2020,52290,Other transportation support activities,RING-07,Yes
U45201GJ2022PTC100354,Trident Exports Private Limited,ROC-AHMEDABAD,100355,Company limited by Shares,Non-govt company,Private,21/10/2022,"8, Heights, Horizon Chowk, Ahmedabad, Gujarat - 380044",Gujarat,380044,trident94@gmail.com,Unlisted,Active,1000000,706467,13/12/2024,31/03/2024,45201,Maintenance and repair of motor vehicles,,No
U74999TN2015PTC100928,Infinity Logistics Private Limited,ROC-CHENNAI,100929,Company limited by Shares,Non-govt company,Private,19/06/2015,"698, Mall, Nova Chowk, Chennai, Tamil Nadu - 600031",Tamil Nadu,600031,infinity16@gmail.com,Unlisted,Active,5000000,4349303,13/08/2025,31/03/2025,74999,Other business support service activities n.e.c.,,No
U46900PB2008PLC100143,Silver Finance Limited,ROC-CHANDIGARH,100144,Company limited by Shares,Non-govt company,Public,10/07/2008,"948, Arcade, Aastha Chowk, Chandigarh, Punjab - 160048",Punjab,160048,silver40@gmail.com,Unlisted,Active - Non-compliant,100000,66554,24/11/2024,31/03/2024,46900,Wholesale trade (non-specialized),,No
U10610UP2014PTC100471,Vaibhav Merchants Private Limited,ROC-KANPUR,100472,Company limited by Shares,Non-govt company,Private,22/11/2014,"353, Heights, National Colony, Kanpur, Uttar Pradesh - 208018",Uttar Pradesh,208018,vaibhav32@gmail.com,Unlisted,Active,2000000,1181833,19/12/2025,31/03/2025,10610,Manufacture of grain mill products,,No
U52290HR2023PTC100400,Skyline Trading Private Limited,ROC-CHANDIGARH,100401,Company limited by Shares,Non-govt company,Private,16/08/2023,"852, Arcade, Sunrise Nagar, Gurugram, Haryana - 122075",Haryana,122075,skyline12@gmail.com,Unlisted,Active,2000000,1918974,07/10/2024,31/03/2024,52290,Other transportation support activities,,No
U62011HR2018PTC100626,Orion Merchants Private Limited,ROC-CHANDIGARH,100627,Company limited by Shares,Non-govt company,Private,28/11/2018,"499, Plaza, Vantage Marg, Gurugram, Haryana - 122056",Haryana,122056,orion61@gmail.com,Unlisted,Active,1000000,581101,14/07/2026,31/03/2026,62011,Computer programming activities,,No
U47190PB2007PTC100321,Diamond Pharma Private Limited,ROC-CHANDIGARH,100322,Company limited by Shares,Non-govt company,Private,14/08/2007,"601, Mall, Zenith Road, Chandigarh, Punjab - 160085",Punjab,160085,diamond33@gmail.com,Unlisted,Active,100000,74460,01/08/2024,31/03/2024,47190,Other retail sale in non-specialized stores,,No
U62011RJ2022PTC100020,Superior Realty Private Limited,ROC-JAIPUR,100021,Company limited by Shares,Non-govt company,Private,10/12/2022,"272, Complex, Continental Road, Jaipur, Rajasthan - 302041",Rajasthan,302041,superior92@rediffmail.com,Unlisted,Under Process of Striking Off,25000000,100000,,,62011,Computer programming activities,RING-03,Yes
U46900GJ2013PTC100810,Vikram Investments Private Limited,ROC-AHMEDABAD,100811,Company limited by Shares,Non-govt company,Private,26/03/2013,"880, Arcade, Universal Lane, Ahmedabad, Gujarat - 380010",Gujarat,380010,vikram58@gmail.com,Unlisted,Active,500000,345695,10/07/2025,31/03/2026,46900,Wholesale trade (non-specialized),,No
U70200UP2011PTC100791,Royal Foods Private Limited,ROC-KANPUR,100792,Company limited by Shares,Non-govt company,Private,30/10/2011,"252, Heights, Royal Layout, Kanpur, Uttar Pradesh - 208048",Uttar Pradesh,208048,royal60@gmail.com,Unlisted,Active,1000000,560148,07/08/2024,31/03/2024,70200,Management consultancy activities,,No
U46310MH2018PTC100809,Rudra Consultancy Private Limited,ROC-PUNE,100810,Company limited by Shares,Non-govt company,Private,25/05/2018,"620, Arcade, Vantage Lane, Pune, Maharashtra - 411017",Maharashtra,411017,rudra13@gmail.com,Unlisted,Active,2000000,1275917,13/10/2025,31/03/2025,46310,Wholesale of agricultural raw materials,,No
U14101MH2011PTC100408,Lakshmi Textiles Private Limited,ROC-MUMBAI,100409,Company limited by Shares,Non-govt company,Private,03/03/2011,"995, Plaza, Rudra Layout, Mumbai, Maharashtra - 400087",Maharashtra,400087,lakshmi90@gmail.com,Unlisted,Active - Non-compliant,1000000,699147,02/12/2025,31/03/2025,14101,Manufacture of wearing apparel,,No
U70200WB2011PTC100538,Vantage Investments Private Limited,ROC-KOLKATA,100539,Company limited by Shares,Non-govt company,Private,22/07/2011,"553, Mall, Pioneer Layout, Kolkata, West Bengal - 700076",West Bengal,700076,vantage19@gmail.com,Unlisted,Active,200000,108504,19/12/2024,31/03/2024,70200,Management consultancy activities,,No
U46900MH2024PLC100621,Nova Consultancy Limited,ROC-PUNE,100622,Company limited by Shares,Non-govt company,Public,17/12/2024,"821, Heights, Silver Lane, Pune, Maharashtra - 411080",Maharashtra,411080,nova10@gmail.com,Unlisted,Active,5000000,3989594,03/07/2025,31/03/2025,46900,Wholesale trade (non-specialized),,No
U68100MH2018PTC100039,Apex Merchants Private Limited,ROC-PUNE,100040,Company limited by Shares,Non-govt company,Private,18/12/2018,"411, Mall, Royal Marg, Pune, Maharashtra - 411029",Maharashtra,411029,apex86@rediffmail.com,Unlisted,Active - Non-compliant,50000000,200000,03/08/2019,31/03/2019,68100,Real estate activities with own/leased property,RING-06,Yes
U68100KA2024PLC100176,Diamond Finance Limited,ROC-BANGALORE,100177,Company limited by Shares,Non-govt company,Public,14/06/2024,"676, Arcade, Silver Colony, Bengaluru, Karnataka - 560068",Karnataka,560068,diamond86@gmail.com,Unlisted,Active,200000,121936,20/08/2025,31/03/2026,68100,Real estate activities with own/leased property,,No
U52290TG2011PTC100246,Vishwa Pharma Private Limited,ROC-HYDERABAD,100247,Company limited by Shares,Non-govt company,Private,18/07/2011,"97, Complex, Orion Colony, Hyderabad, Telangana - 500050",Telangana,500050,vishwa97@gmail.com,Unlisted,Active,5000000,4840792,25/08/2024,31/03/2024,52290,Other transportation support activities,,No
U14101KA2015PTC100829,Vikram Infra Private Limited,ROC-BANGALORE,100830,Company limited by Shares,Non-govt company,Private,15/02/2015,"416, Mall, Anmol Road, Bengaluru, Karnataka - 560099",Karnataka,560099,vikram36@gmail.com,Unlisted,Dormant,2000000,1381025,20/11/2024,31/03/2024,14101,Manufacture of wearing apparel,,No
U82990TN2011PTC100668,Universal Logistics Private Limited,ROC-CHENNAI,100669,Company limited by Shares,Non-govt company,Private,26/06/2011,"828, Tower, Elite Chowk, Chennai, Tamil Nadu - 600084",Tamil Nadu,600084,universal78@gmail.com,Unlisted,Active,1000000,759493,18/11/2025,31/03/2026,82990,Other business support activities n.e.c.,,No
U74999MH2005PTC100755,Falcon Services Private Limited,ROC-PUNE,100756,Company limited by Shares,Non-govt company,Private,12/01/2005,"917, Mall, Nova Chowk, Pune, Maharashtra - 411089",Maharashtra,411089,falcon60@gmail.com,Unlisted,Active,500000,386152,11/07/2024,31/03/2024,74999,Other business support service activities n.e.c.,,No
U46900HR2006PTC100859,Om Textiles Private Limited,ROC-CHANDIGARH,100860,Company limited by Shares,Non-govt company,Private,23/02/2006,"534, Chambers, Falcon Layout, Gurugram, Haryana - 122081",Haryana,122081,om88@gmail.com,Unlisted,Active,200000,100587,26/12/2025,31/03/2025,46900,Wholesale trade (non-specialized),,No
U10610PB2006PTC100155,Nova Systems Private Limited,ROC-CHANDIGARH,100156,Company limited by Shares,Non-govt company,Private,03/02/2006,"119, House, Diamond Nagar, Chandigarh, Punjab - 160025",Punjab,160025,nova80@gmail.com,Unlisted,Active,100000,83098,23/07/2026,31/03/2026,10610,Manufacture of grain mill products,,No
U82990MH2007PTC100288,Metro Merchants Private Limited,ROC-MUMBAI,100289,Company limited by Shares,Non-govt company,Private,28/06/2007,"757, Complex, Royal Street, Mumbai, Maharashtra - 400018",Maharashtra,400018,metro26@gmail.com,Unlisted,Active,500000,392275,22/08/2024,31/03/2024,82990,Other business support activities n.e.c.,,No
U82990DL2016PLC100603,Vardhan Infra Limited,ROC-DELHI,100604,Company limited by Shares,Non-govt company,Public,06/08/2016,"150, Tower, Krishna Road, New Delhi, Delhi - 110011",Delhi,110011,vardhan33@gmail.com,Unlisted,Active,2000000,1924153,06/08/2024,31/03/2024,82990,Other business support activities n.e.c.,,No
U74999TG2005PTC100570,Apex Overseas Private Limited,ROC-HYDERABAD,100571,Company limited by Shares,Non-govt company,Private,25/09/2005,"392, Chambers, Anmol Road, Hyderabad, Telangana - 500060",Telangana,500060,apex16@gmail.com,Unlisted,Active,200000,161861,15/12/2024,31/03/2024,74999,Other business support service activities n.e.c.,,No
U14101WB2015PTC100744,Vardhan Ventures Private Limited,ROC-KOLKATA,100745,Company limited by Shares,Non-govt company,Private,23/06/2015,"737, House, Universal Street, Kolkata, West Bengal - 700070",West Bengal,700070,vardhan61@gmail.com,Unlisted,Active,500000,272204,04/12/2025,31/03/2026,14101,Manufacture of wearing apparel,,No
U70200RJ2022PTC100018,Superior Impex Private Limited,ROC-JAIPUR,100019,Company limited by Shares,Non-govt company,Private,11/12/2022,"272, Complex, Continental Road, Jaipur, Rajasthan - 302041",Rajasthan,302041,superior23@rediffmail.com,Unlisted,Active,10000000,200000,,,70200,Management consultancy activities,RING-03,Yes
U68100WB2007PTC100128,Universal Overseas Private Limited,ROC-KOLKATA,100129,Company limited by Shares,Non-govt company,Private,19/12/2007,"377, Arcade, Prime Nagar, Kolkata, West Bengal - 700027",West Bengal,700027,universal92@gmail.com,Unlisted,Active,100000,61447,11/07/2026,31/03/2026,68100,Real estate activities with own/leased property,,No
U52290PB2026PTC100323,Shree Realty Private Limited,ROC-CHANDIGARH,100324,Company limited by Shares,Non-govt company,Private,23/03/2026,"321, Heights, Lakshmi Lane, Chandigarh, Punjab - 160098",Punjab,160098,shree22@gmail.com,Unlisted,Active,500000,414789,23/10/2024,31/03/2024,52290,Other transportation support activities,,No
U41001UP2017PTC100256,Vantage Consultancy Private Limited,ROC-KANPUR,100257,Company limited by Shares,Non-govt company,Private,13/04/2017,"986, Mall, Zenith Nagar, Kanpur, Uttar Pradesh - 208082",Uttar Pradesh,208082,vantage90@gmail.com,Unlisted,Active,100000,81392,22/08/2025,31/03/2026,41001,Construction of residential/commercial buildings,,No
U41001PB2008PTC100658,Superior Developers Private Limited,ROC-CHANDIGARH,100659,Company limited by Shares,Non-govt company,Private,15/07/2008,"156, Heights, Sunrise Nagar, Chandigarh, Punjab - 160039",Punjab,160039,superior65@gmail.com,Unlisted,Active,2000000,1285837,02/08/2025,31/03/2025,41001,Construction of residential/commercial buildings,,No
U14101RJ2014PTC100965,Nova Merchants Private Limited,ROC-JAIPUR,100966,Company limited by Shares,Non-govt company,Private,19/10/2014,"406, Heights, Royal Street, Jaipur, Rajasthan - 302089",Rajasthan,302089,nova51@gmail.com,Unlisted,Active,5000000,2900414,21/08/2025,31/03/2025,14101,Manufacture of wearing apparel,,No
U62011MH2012PTC100191,Apex Trading Private Limited,ROC-PUNE,100192,Company limited by Shares,Non-govt company,Private,01/09/2012,"811, Plaza, Bharat Road, Pune, Maharashtra - 411028",Maharashtra,411028,apex17@gmail.com,Unlisted,Active,500000,446431,23/10/2025,31/03/2025,62011,Computer programming activities,,No
U63990MH2018PTC100116,Continental Constructions Private Limited,ROC-PUNE,100117,Company limited by Shares,Non-govt company,Private,01/06/2018,"87, Chambers, Vardhan Street, Pune, Maharashtra - 411097",Maharashtra,411097,continental58@gmail.com,Unlisted,Active,500000,465929,25/10/2025,31/03/2025,63990,Other information service activities n.e.c.,,No
U14101UP2013PTC100617,Vikram Systems Private Limited,ROC-KANPUR,100618,Company limited by Shares,Non-govt company,Private,21/05/2013,"61, House, Radiant Marg, Kanpur, Uttar Pradesh - 208092",Uttar Pradesh,208092,vikram12@gmail.com,Unlisted,Active,2000000,1340467,02/07/2025,31/03/2025,14101,Manufacture of wearing apparel,,No
U10610WB2016PLC100607,Platinum Overseas Limited,ROC-KOLKATA,100608,Company limited by Shares,Non-govt company,Public,16/09/2016,"6, Heights, Prime Road, Kolkata, West Bengal - 700069",West Bengal,700069,platinum56@gmail.com,Unlisted,Active,2000000,1831037,28/11/2025,31/03/2026,10610,Manufacture of grain mill products,,No
U52290TG2014PTC100181,Vardhan Trading Private Limited,ROC-HYDERABAD,100182,Company limited by Shares,Non-govt company,Private,18/02/2014,"526, Arcade, Orion Chowk, Hyderabad, Telangana - 500098",Telangana,500098,vardhan66@gmail.com,Unlisted,Active,100000,77931,26/07/2025,31/03/2025,52290,Other transportation support activities,,No
